company_name,isin,nse_symbol,nse_company_name,series,sector,industry,macro,basic_industry
Pearl Polymers Limited,INE844A01013,PEARLPOLY,Pearl Polymers Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer
Pennar Industries Limited,INE932A01024,PENIND,Pennar Industries Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Peninsula Land Limited,INE138A01028,PENINLAND,Peninsula Land Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Persistent Systems Limited,INE262H01021,PERSISTENT,Persistent Systems Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Petronet LNG Limited,INE347G01014,PETRONET,Petronet LNG Limited,EQ,Oil Gas & Consumable Fuels,Gas,Energy,LPG/CNG/PNG/LNG Supplier
Power Finance Corporation Limited,INE134E01011,PFC,Power Finance Corporation Limited,EQ,Financial Services,Finance,Financial Services,Financial Institution
Pfizer Limited,INE182A01018,PFIZER,Pfizer Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Prime Focus Limited,INE367G01038,PFOCUS,Prime Focus Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
PTC India Financial Services Limited,INE560K01014,PFS,PTC India Financial Services Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
PG Electroplast Limited,INE457L01029,PGEL,PG Electroplast Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Consumer Electronics
Procter & Gamble Hygiene and Health Care Limited,INE179A01014,PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,Fast Moving Consumer Goods,Personal Products,Fast Moving Consumer Goods,Personal Care
Procter & Gamble Health Limited,INE199A01012,PGHL,Procter & Gamble Health Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Pearl Global Industries Limited,INE940H01022,PGIL,Pearl Global Industries Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Garments & Apparels
The Phoenix Mills Limited,INE211B01039,PHOENIXLTD,The Phoenix Mills Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Piccadily Agro Industries Limited,INE546C01010,PICCADIL,Piccadily Agro Industries Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
Pidilite Industries Limited,INE318A01026,PIDILITIND,Pidilite Industries Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Power & Instrumentation (Gujarat) Limited,INE557Z01018,PIGL,Power & Instrumentation (Gujarat) Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
PI Industries Limited,INE603J01030,PIIND,PI Industries Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Pilani Investment and Industries Corporation Limited,INE417C01014,PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,Financial Services,Finance,Financial Services,Holding Company
PIL ITALICA LIFESTYLE LIMITED,INE600A01035,PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer
Pine Labs Limited,INE15B701018,PINELABS,Pine Labs Limited,EQ,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech)
Pioneer Embroideries Limited,INE156C01018,PIONEEREMB,Pioneer Embroideries Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Piramal Finance Limited,INE202B01038,PIRAMALFIN,Piramal Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Pitti Engineering Limited,INE450D01021,PITTIENG,Pitti Engineering Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Pix Transmissions Limited,INE751B01018,PIXTRANS,Pix Transmissions Limited,EQ,Capital Goods,Industrial Products,Industrials,Rubber
The Peria Karamalai Tea & Produce Company Limited,INE431F01018,PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Tea & Coffee
Plastiblends India Limited,INE083C01022,PLASTIBLEN,Plastiblends India Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Platinum Industries Limited,INE0PT501018,PLATIND,Platinum Industries Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Plaza Wires Limited,INE0INJ01017,PLAZACABLE,Plaza Wires Limited,EQ,Capital Goods,Industrial Products,Industrials,Cables - Electricals
Punjab National Bank,INE160A01022,PNB,Punjab National Bank,EQ,Financial Services,Banks,Financial Services,Public Sector Bank
PNB Gilts Limited,INE859A01011,PNBGILTS,PNB Gilts Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
PNB Housing Finance Limited,INE572E01012,PNBHOUSING,PNB Housing Finance Limited,EQ,Financial Services,Finance,Financial Services,Housing Finance Company
Pritish Nandy Communications Limited,INE392B01011,PNC,Pritish Nandy Communications Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Film Production Distribution & Exhibition
PNC Infratech Limited,INE195J01029,PNCINFRA,PNC Infratech Limited,EQ,Construction,Construction,Industrials,Civil Construction
P N Gadgil Jewellers Limited,INE953R01016,PNGJL,P N Gadgil Jewellers Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
PNGS Reva Diamond Jewellery Limited,INE1RDG01013,PNGSREVA,PNGS Reva Diamond Jewellery Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Pondy Oxides & Chemicals Limited,INE063E01053,POCL,Pondy Oxides & Chemicals Limited,EQ,Metals & Mining,Diversified Metals,Commodities,Diversified Metals
Poddar Pigments Limited,INE371C01013,PODDARMENT,Poddar Pigments Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Dyes And Pigments
Pokarna Limited,INE637C01025,POKARNA,Pokarna Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Granites & Marbles
PB Fintech Limited,INE417T01026,POLICYBZR,PB Fintech Limited,EQ,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech)
Polycab India Limited,INE455K01017,POLYCAB,Polycab India Limited,EQ,Capital Goods,Industrial Products,Industrials,Cables - Electricals
Poly Medicure Limited,INE205C01021,POLYMED,Poly Medicure Limited,EQ,Healthcare,Healthcare Equipment & Supplies,Healthcare,Medical Equipment & Supplies
Polyplex Corporation Limited,INE633B01018,POLYPLEX,Polyplex Corporation Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Ponni Sugars (Erode) Limited,INE838E01017,PONNIERODE,Ponni Sugars (Erode) Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Poonawalla Fincorp Limited,INE511C01022,POONAWALLA,Poonawalla Fincorp Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Power Grid Corporation of India Limited,INE752E01010,POWERGRID,Power Grid Corporation of India Limited,EQ,Power,Power,Utilities,Power - Transmission
Hitachi Energy India Limited,INE07Y701011,POWERINDIA,Hitachi Energy India Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Power Mech Projects Limited,INE211R01019,POWERMECH,Power Mech Projects Limited,EQ,Construction,Construction,Industrials,Civil Construction
PPAP Automotive Limited,INE095I01015,PPAP,PPAP Automotive Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Prakash Pipes Limited,INE050001010,PPL,Prakash Pipes Limited,EQ,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
Piramal Pharma Limited,INE0DK501011,PPLPHARMA,Piramal Pharma Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Prabha Energy Limited,INE0I0M01023,PRABHA,Prabha Energy Limited,EQ,Oil Gas & Consumable Fuels,Oil,Energy,Oil Exploration & Production
Prajay Engineers Syndicate Limited,INE505C01016,PRAENG,Prajay Engineers Syndicate Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Praj Industries Limited,INE074A01025,PRAJIND,Praj Industries Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Prakash Industries Limited,INE603A01013,PRAKASH,Prakash Industries Limited,EQ,Metals & Mining,Ferrous Metals,Commodities,Iron & Steel
Prakash Steelage Limited,INE696K01024,PRAKASHSTL,Prakash Steelage Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Praxis Home Retail Limited,INE546Y01022,PRAXIS,Praxis Home Retail Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Speciality Retail
Precision Camshafts Limited,INE484I01029,PRECAM,Precision Camshafts Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Precot Limited,INE283A01014,PRECOT,Precot Limited,BE,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Precision Wires India Limited,INE372C01037,PRECWIRE,Precision Wires India Limited,EQ,Capital Goods,Industrial Products,Industrials,Aluminium Copper & Zinc Products
Premier Explosives Limited,INE863B01029,PREMEXPLN,Premier Explosives Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Explosives
Premier Limited,INE342A01018,PREMIER,Premier Limited,BE,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Premier Energies Limited,INE0BS701011,PREMIERENE,Premier Energies Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Premier Polyfilm Limited,INE309M01020,PREMIERPOL,Premier Polyfilm Limited,EQ,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
Prestige Estates Projects Limited,INE811K01011,PRESTIGE,Prestige Estates Projects Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Pricol Limited,INE726V01018,PRICOLLTD,Pricol Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Prime Securities Limited,INE032B01021,PRIMESECU,Prime Securities Limited,EQ,Financial Services,Finance,Financial Services,Other Financial Services
Primo Chemicals Limited,INE607A01022,PRIMO,Primo Chemicals Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Commodity Chemicals
Prince Pipes And Fittings Limited,INE689W01016,PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
Priti International Limited,INE974Z01015,PRITI,Priti International Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Furniture Home Furnishing
Pritika Auto Industries Limited,INE583R01029,PRITIKAUTO,Pritika Auto Industries Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Privi Speciality Chemicals Limited,INE959A01019,PRIVISCL,Privi Speciality Chemicals Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Prostarm Info Systems Limited,INE0BX301013,PROSTARM,Prostarm Info Systems Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Protean eGov Technologies Limited,INE004A01022,PROTEAN,Protean eGov Technologies Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Prozone Realty Limited,INE195N01013,PROZONER,Prozone Realty Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Prism Johnson Limited,INE010A01011,PRSMJOHNSN,Prism Johnson Limited,EQ,Construction Materials,Cement & Cement Products,Commodities,Cement & Cement Products
Prudent Corporate Advisory Services Limited,INE00F201020,PRUDENT,Prudent Corporate Advisory Services Limited,EQ,Financial Services,Capital Markets,Financial Services,Financial Products Distributor
Prudential Sugar Corporation Limited,INE024D01016,PRUDMOULI,Prudential Sugar Corporation Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Punjab & Sind Bank,INE608A01012,PSB,Punjab & Sind Bank,EQ,Financial Services,Banks,Financial Services,Public Sector Bank
PSP Projects Limited,INE488V01015,PSPPROJECT,PSP Projects Limited,EQ,Construction,Construction,Industrials,Civil Construction
PTC India Limited,INE877F01012,PTC,PTC India Limited,EQ,Power,Power,Utilities,Power Trading
PTC Industries Limited,INE596F01018,PTCIL,PTC Industries Limited,EQ,Capital Goods,Industrial Products,Industrials,Other Industrial Products
PTL Enterprises Limited,INE034D01049,PTL,PTL Enterprises Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Punjab Chemicals & Crop Protection Limited,INE277B01014,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Puravankara Limited,INE323I01011,PURVA,Puravankara Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
PVP Ventures Limited,INE362A01016,PVP,PVP Ventures Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
PVR INOX Limited,INE191H01014,PVRINOX,PVR INOX Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Film Production Distribution & Exhibition
Popular Vehicles and Services Limited,INE772T01024,PVSL,Popular Vehicles and Services Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,Auto Dealer
Physicswallah Limited,INE0LP301011,PWL,Physicswallah Limited,EQ,Consumer Services,Other Consumer Services,Consumer Discretionary,E-Learning
Pyramid Technoplast Limited,INE0MIS01010,PYRAMID,Pyramid Technoplast Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Quality Power Electrical Equipments Limited,INE0SII01026,QPOWER,Quality Power Electrical Equipments Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Quadrant Future Tek Limited,INE0LRY01011,QUADFUTURE,Quadrant Future Tek Limited,EQ,Capital Goods,Industrial Products,Industrials,Cables - Electricals
Quess Corp Limited,INE615P01015,QUESS,Quess Corp Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Quick Heal Technologies Limited,INE306L01010,QUICKHEAL,Quick Heal Technologies Limited,EQ,Information Technology,IT - Software,Information Technology,Software Products
Race Eco Chain Limited,INE084Q01012,RACE,Race Eco Chain Limited,EQ,Utilities,Other Utilities,Utilities,Waste Management
RACL Geartech Limited,INE704B01017,RACLGEAR,RACL Geartech Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Radaan Mediaworks India Limited,INE874F01027,RADAAN,Radaan Mediaworks India Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
Radhika Jeweltech Limited,INE583V01021,RADHIKAJWE,Radhika Jeweltech Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Radiant Cash Management Services Limited,INE855R01021,RADIANTCMS,Radiant Cash Management Services Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Radico Khaitan Limited,INE944F01028,RADICO,Radico Khaitan Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
Music Broadcast Limited,INE919I01024,RADIOCITY,Music Broadcast Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
Railtel Corporation Of India Limited,INE0DD101019,RAILTEL,Railtel Corporation Of India Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Other Telecom Services
Rain Industries Limited,INE855B01025,RAIN,Rain Industries Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Petrochemicals
Rainbow Childrens Medicare Limited,INE961O01016,RAINBOW,Rainbow Childrens Medicare Limited,EQ,Healthcare,Healthcare Services,Healthcare,Hospital
Rajesh Exports Limited,INE343B01030,RAJESHEXPO,Rajesh Exports Limited,BZ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Rajnandini Metal Limited,INE00KV01022,RAJMET,Rajnandini Metal Limited,EQ,Capital Goods,Industrial Products,Industrials,Aluminium Copper & Zinc Products
Rajoo Engineers Limited,INE535F01024,RAJOOENG,Rajoo Engineers Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Rajratan Global Wire Limited,INE451D01029,RAJRATAN,Rajratan Global Wire Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Raj Rayon Industries Limited,INE533D01032,RAJRILTD,Raj Rayon Industries Limited,BE,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Rajshree Sugars & Chemicals Limited,INE562B01019,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
